REGION,Area,PLAN_TYPE,PARTICIPATION_MINIMUM,PARTICIPATION_MAXIMUM,MINIMUM_ENROLLED,PLAN_ID,TIERS,PRODUCT_ID,PRODUCT_NAME,INDIVIDUAL,TWO_PERSON,IND_PLUS_1_CHILD,IND_PLUS_CHILDREN,FAMILY,DOCUMENT_URL,EFFECTIVE_DATE,END_DATE,MAXIMUM_ENROLLED,VERSION,UNIQUE_IDENTIFIER,ORTHO,GrandfatherExpirationDate
MN,METRO,Preferred,20,69,25,1EHMRE43770237,Three,2129641470,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Metro,39.4,84.6,84.6,156.2,156.2,M00503R03,11/1/2019,11/30/2019,50,,,2000,
MN,METRO,Preferred,70,100,25,H2E8WB43770238,Three,2129641470,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Metro,34.3,73.6,73.6,135.8,135.8,M00503R03,11/1/2019,11/30/2019,50,,,2000,
MN,METRO,Preferred,20,69,25,1EHMRE43800239,Three,2129641471,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Metro,39.4,84.6,84.6,156.2,156.2,M00503R03,12/1/2019,12/31/2019,50,,,2000,
MN,METRO,Preferred,70,100,25,H2E8WB43800240,Three,2129641471,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Metro,34.3,73.6,73.6,135.8,135.8,M00503R03,12/1/2019,12/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943466241,THREE,2129645924,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,41.3,88.4,88.4,162.2,162.2,,1/1/2019,1/31/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43466242,THREE,2129645924,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,35.9,76.8,76.8,141.1,141.1,,1/1/2019,1/31/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943497243,THREE,2129645929,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,41.3,88.4,88.4,162.2,162.2,,2/1/2019,2/28/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43497244,THREE,2129645929,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,35.9,76.8,76.8,141.1,141.1,,2/1/2019,2/28/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943525245,THREE,2129645931,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,41.3,88.4,88.4,162.2,162.2,,3/1/2019,3/31/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43525246,THREE,2129645931,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,35.9,76.8,76.8,141.1,141.1,,3/1/2019,3/31/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943556247,THREE,2129645932,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,,4/1/2019,4/30/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43556248,THREE,2129645932,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,,4/1/2019,4/30/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943586249,THREE,2129645942,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,,5/1/2019,5/31/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43586250,THREE,2129645942,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,,5/1/2019,5/31/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943617251,THREE,2129645943,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,,6/1/2019,6/30/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43617252,THREE,2129645943,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,,6/1/2019,6/30/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943647253,Three,2129645944,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,M00503R03,7/1/2019,7/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43647254,Three,2129645944,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,M00503R03,7/1/2019,7/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943678255,Three,2129645945,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,M00503R03,8/1/2019,8/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43678256,Three,2129645945,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,M00503R03,8/1/2019,8/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943709257,Three,2129645946,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,M00503R03,9/1/2019,9/30/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43709258,Three,2129645946,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,M00503R03,9/1/2019,9/30/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943739259,Three,2129645947,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,M00503R03,10/1/2019,10/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43739260,Three,2129645947,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,M00503R03,10/1/2019,10/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943770261,Three,2129645950,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,M00503R03,11/1/2019,11/30/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43770262,Three,2129645950,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,M00503R03,11/1/2019,11/30/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,HSCUS943800263,Three,2129645951,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,46.5,98.8,98.8,179,179,M00503R03,12/1/2019,12/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,P9FODD43800264,Three,2129645951,Preferred w/Ortho $2000 $50/150 Ded $1000 Max 3-Tier Non Metro ,40.4,85.9,85.9,155.6,155.6,M00503R03,12/1/2019,12/31/2019,50,,,2000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43466265,THREE,2129649478,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,44.2,91.6,91.6,156.6,156.6,,1/1/2019,1/31/2019,50,0,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243466266,THREE,2129649478,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,38.4,79.6,79.6,136.2,136.2,,1/1/2019,1/31/2019,50,0,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43497267,THREE,2129649479,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,44.2,91.6,91.6,156.6,156.6,,2/1/2019,2/28/2019,50,0,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243497268,THREE,2129649479,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,38.4,79.6,79.6,136.2,136.2,,2/1/2019,2/28/2019,50,0,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43525269,THREE,2129649480,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,44.2,91.6,91.6,156.6,156.6,,3/1/2019,3/31/2019,50,0,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243525270,THREE,2129649480,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,38.4,79.6,79.6,136.2,136.2,,3/1/2019,3/31/2019,50,0,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43556271,THREE,2129649481,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,,4/1/2019,4/30/2019,50,0,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243556272,THREE,2129649481,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,,4/1/2019,4/30/2019,50,0,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43586273,THREE,2129649482,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,,5/1/2019,5/31/2019,50,0,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243586274,THREE,2129649482,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,,5/1/2019,5/31/2019,50,0,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43617275,THREE,2129649483,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,,6/1/2019,6/30/2019,50,0,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243617276,THREE,2129649483,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,,6/1/2019,6/30/2019,50,0,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43647277,Three,2129649484,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,M00504R03,7/1/2019,7/31/2019,50,,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243647278,Three,2129649484,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,M00504R03,7/1/2019,7/31/2019,50,,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43678279,Three,2129649485,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,M00504R03,8/1/2019,8/31/2019,50,,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243678280,Three,2129649485,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,M00504R03,8/1/2019,8/31/2019,50,,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43709281,Three,2129649486,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,M00504R03,9/1/2019,9/30/2019,50,,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243709282,Three,2129649486,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,M00504R03,9/1/2019,9/30/2019,50,,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43739283,Three,2129649487,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,M00504R03,10/1/2019,10/31/2019,50,,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243739284,Three,2129649487,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,M00504R03,10/1/2019,10/31/2019,50,,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43770285,Three,2129649488,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,M00504R03,11/1/2019,11/30/2019,50,,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243770286,Three,2129649488,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,M00504R03,11/1/2019,11/30/2019,50,,,1000,
MN,NON METRO,Freedom,20,69,10,9ZC03Z43800287,Three,2129649489,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,49.7,102.8,102.8,174.5,174.5,M00504R03,12/1/2019,12/31/2019,50,,,1000,
MN,NON METRO,Freedom,70,100,10,P3ABK243800288,Three,2129649489,Freedom Enhanced w/Ortho $1000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.2,89.4,89.4,151.8,151.8,M00504R03,12/1/2019,12/31/2019,50,,,1000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43466289,THREE,2129650512,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.3,92.4,92.4,168.7,168.7,,1/1/2019,1/31/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143466290,THREE,2129650512,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,37.7,80.4,80.4,146.7,146.7,,1/1/2019,1/31/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43497291,THREE,2129650513,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.3,92.4,92.4,168.7,168.7,,2/1/2019,2/28/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143497292,THREE,2129650513,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,37.7,80.4,80.4,146.7,146.7,,2/1/2019,2/28/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43525293,THREE,2129650515,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,43.3,92.4,92.4,168.7,168.7,,3/1/2019,3/31/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143525294,THREE,2129650515,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,37.7,80.4,80.4,146.7,146.7,,3/1/2019,3/31/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43556295,THREE,2129650516,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,,4/1/2019,4/30/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143556296,THREE,2129650516,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,,4/1/2019,4/30/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43586297,THREE,2129650517,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,,5/1/2019,5/31/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143586298,THREE,2129650517,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,,5/1/2019,5/31/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43617299,THREE,2129650518,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,,6/1/2019,6/30/2019,50,0,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143617300,THREE,2129650518,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,,6/1/2019,6/30/2019,50,0,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43647301,Three,2129650519,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,M00503R03,7/1/2019,7/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143647302,Three,2129650519,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,M00503R03,7/1/2019,7/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43678303,Three,2129650524,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,M00503R03,8/1/2019,8/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143678304,Three,2129650524,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,M00503R03,8/1/2019,8/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43709305,Three,2129650525,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,M00503R03,9/1/2019,9/30/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143709306,Three,2129650525,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,M00503R03,9/1/2019,9/30/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43739307,Three,2129650526,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,M00503R03,10/1/2019,10/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143739308,Three,2129650526,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,M00503R03,10/1/2019,10/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43770309,Three,2129650529,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,M00503R03,11/1/2019,11/30/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143770310,Three,2129650529,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,M00503R03,11/1/2019,11/30/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,25,B2YWWV43800311,Three,2129650530,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,103.4,103.4,186.3,186.3,M00503R03,12/1/2019,12/31/2019,50,,,2000,
MN,NON METRO,Preferred,70,100,25,XNZAQ143800312,Three,2129650530,Preferred w/Ortho $2000 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,89.9,89.9,162,162,M00503R03,12/1/2019,12/31/2019,50,,,2000,
MN,NON METRO,Preferred,20,69,10,NW4BG343466313,THREE,2129663399,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,41.3,87.1,87.1,154.8,154.8,,1/1/2019,1/31/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343466314,THREE,2129663399,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,35.9,75.7,75.7,134.6,134.6,,1/1/2019,1/31/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343497315,THREE,2129663419,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,41.3,87.1,87.1,154.8,154.8,,2/1/2019,2/28/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343497316,THREE,2129663419,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,35.9,75.7,75.7,134.6,134.6,,2/1/2019,2/28/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343525317,THREE,2129663420,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,41.3,87.1,87.1,154.8,154.8,,3/1/2019,3/31/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343525318,THREE,2129663420,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,35.9,75.7,75.7,134.6,134.6,,3/1/2019,3/31/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343556319,THREE,2129663422,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,,4/1/2019,4/30/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343556320,THREE,2129663422,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,,4/1/2019,4/30/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343586321,THREE,2129663423,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,,5/1/2019,5/31/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343586322,THREE,2129663423,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,,5/1/2019,5/31/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343617323,THREE,2129663424,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,,6/1/2019,6/30/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343617324,THREE,2129663424,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,,6/1/2019,6/30/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343647325,Three,2129663425,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,M00503R03,7/1/2019,7/31/2019,50,,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343647326,Three,2129663425,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,M00503R03,7/1/2019,7/31/2019,50,,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343678327,Three,2129663426,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,M00503R03,8/1/2019,8/31/2019,50,,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343678328,Three,2129663426,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,M00503R03,8/1/2019,8/31/2019,50,,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343709329,Three,2129663428,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,M00503R03,9/1/2019,9/30/2019,50,,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343709330,Three,2129663428,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,M00503R03,9/1/2019,9/30/2019,50,,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343739331,Three,2129663429,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,M00503R03,10/1/2019,10/31/2019,50,,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343739332,Three,2129663429,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,M00503R03,10/1/2019,10/31/2019,50,,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343770333,Three,2129663430,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,M00503R03,11/1/2019,11/30/2019,50,,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343770334,Three,2129663430,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,M00503R03,11/1/2019,11/30/2019,50,,,1500,
MN,NON METRO,Preferred,20,69,10,NW4BG343800335,Three,2129663431,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,46.5,97.5,97.5,171.6,171.6,M00503R03,12/1/2019,12/31/2019,50,,,1500,
MN,NON METRO,Preferred,70,100,10,DXN69343800336,Three,2129663431,Preferred w/Ortho $1500 $50/150 Ded $1000 Max 3-Tier Non Metro,40.4,84.8,84.8,149.2,149.2,M00503R03,12/1/2019,12/31/2019,50,,,1500,
MN,NON METRO,Preferred,20,69,10,ISSIL743466337,THREE,2129664915,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,43.3,91.1,91.1,161.3,161.3,,1/1/2019,1/31/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,EKOHVG43466338,THREE,2129664915,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,37.7,79.2,79.2,140.3,140.3,,1/1/2019,1/31/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,ISSIL743497339,THREE,2129664916,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,43.3,91.1,91.1,161.3,161.3,,2/1/2019,2/28/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,EKOHVG43497340,THREE,2129664916,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,37.7,79.2,79.2,140.3,140.3,,2/1/2019,2/28/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,ISSIL743525341,THREE,2129664917,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,43.3,91.1,91.1,161.3,161.3,,3/1/2019,3/31/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,EKOHVG43525342,THREE,2129664917,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,37.7,79.2,79.2,140.3,140.3,,3/1/2019,3/31/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,ISSIL743556343,THREE,2129664918,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,102.1,102.1,178.9,178.9,,4/1/2019,4/30/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,EKOHVG43556344,THREE,2129664918,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,88.8,88.8,155.6,155.6,,4/1/2019,4/30/2019,50,0,,1500,
MN,NON METRO,Preferred,20,69,10,ISSIL743586345,THREE,2129664919,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,48.7,102.1,102.1,178.9,178.9,,5/1/2019,5/31/2019,50,0,,1500,
MN,NON METRO,Preferred,70,100,10,EKOHVG43586346,THREE,2129664919,Preferred w/Ortho $1500 $50/150 Ded $1500 Max 3-Tier Non Metro,42.4,88.8,88.8,155.6,155.6,,5/1/2019,5/31/2019,50,0,,1500,
