REGION,Area,PLAN_TYPE,PARTICIPATION_MINIMUM,PARTICIPATION_MAXIMUM,MINIMUM_ENROLLED,PLAN_ID,TIERS,PRODUCT_ID,PRODUCT_NAME,INDIVIDUAL,TWO_PERSON,IND_PLUS_1_CHILD,IND_PLUS_CHILDREN,FAMILY,DOCUMENT_URL,EFFECTIVE_DATE,END_DATE,MAXIMUM_ENROLLED,VERSION,UNIQUE_IDENTIFIER,ORTHO,GrandfatherExpirationDate,RELATION_ID
MN,NON METRO,Preferred,70,100,25,P9FODD43344246,THREE,2129645946,Preferred w/ortho $2000 $50/$150 Ded $1000 Max 3-tier NonMetro - Sep,34.9,63.4,63.4,119.5,119.5,,9/1/18,9/30/18,50,0,,2000,,P9FODD
MN,NON METRO,Preferred,20,70,25,HSCUS943374247,THREE,2129645947,Preferred w/ortho $2000 $50/$150 Ded $1000 Max 3-tier NonMetro - Oct,40.1,72.8,72.8,137.4,137.4,,10/1/18,10/31/18,50,0,,2000,,HSCUS9
MN,NON METRO,Preferred,70,100,25,P9FODD43374248,THREE,2129645947,Preferred w/ortho $2000 $50/$150 Ded $1000 Max 3-tier NonMetro - Oct,34.9,63.4,63.4,119.5,119.5,,10/1/18,10/31/18,50,0,,2000,,P9FODD
MN,NON METRO,Preferred,20,70,25,HSCUS943405249,THREE,2129645950,Preferred w/ortho $2000 $50/$150 Ded $1000 Max 3-tier NonMetro - Nov,40.1,72.8,72.8,137.4,137.4,,11/1/18,11/30/18,50,0,,2000,,HSCUS9
MN,NON METRO,Preferred,70,100,25,P9FODD43405250,THREE,2129645950,Preferred w/ortho $2000 $50/$150 Ded $1000 Max 3-tier NonMetro - Nov,34.9,63.4,63.4,119.5,119.5,,11/1/18,11/30/18,50,0,,2000,,P9FODD
MN,NON METRO,Preferred,20,70,25,HSCUS943435251,THREE,2129645951,Preferred w/ortho $2000 $50/$150 Ded $1000 Max 3-tier NonMetro - Dec,40.1,72.8,72.8,137.4,137.4,,12/1/18,12/31/18,50,0,,2000,,HSCUS9
MN,NON METRO,Preferred,70,100,25,P9FODD43435252,THREE,2129645951,Preferred w/ortho $2000 $50/$150 Ded $1000 Max 3-tier NonMetro - Dec,34.9,63.4,63.4,119.5,119.5,,12/1/18,12/31/18,50,0,,2000,,P9FODD
MN,NON METRO,Freedom,20,70,10,9ZC03Z43282253,THREE,2129649484,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Jul,42,80.5,80.5,138.9,138.9,,7/1/18,7/31/18,50,0,,1000,,9ZC03Z
MN,NON METRO,Freedom,70,100,10,P3ABK243282254,THREE,2129649484,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Jul,36.6,70,70,120.8,120.8,,7/1/18,7/31/18,50,0,,1000,,P3ABK2
MN,NON METRO,Freedom,20,70,10,9ZC03Z43313255,THREE,2129649485,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Aug,42,80.5,80.5,138.9,138.9,,8/1/18,8/31/18,50,0,,1000,,9ZC03Z
MN,NON METRO,Freedom,70,100,10,P3ABK243313256,THREE,2129649485,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Aug,36.6,70,70,120.8,120.8,,8/1/18,8/31/18,50,0,,1000,,P3ABK2
MN,NON METRO,Freedom,20,70,10,9ZC03Z43344257,THREE,2129649486,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Sep,42,80.5,80.5,138.9,138.9,,9/1/18,9/30/18,50,0,,1000,,9ZC03Z
MN,NON METRO,Freedom,70,100,10,P3ABK243344258,THREE,2129649486,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Sep,36.6,70,70,120.8,120.8,,9/1/18,9/30/18,50,0,,1000,,P3ABK2
MN,NON METRO,Freedom,20,70,10,9ZC03Z43374259,THREE,2129649487,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Oct,42,80.5,80.5,138.9,138.9,,10/1/18,10/31/18,50,0,,1000,,9ZC03Z
MN,NON METRO,Freedom,70,100,10,P3ABK243374260,THREE,2129649487,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Oct,36.6,70,70,120.8,120.8,,10/1/18,10/31/18,50,0,,1000,,P3ABK2
MN,NON METRO,Freedom,20,70,10,9ZC03Z43405261,THREE,2129649488,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Nov,42,80.5,80.5,138.9,138.9,,11/1/18,11/30/18,50,0,,1000,,9ZC03Z
MN,NON METRO,Freedom,70,100,10,P3ABK243405262,THREE,2129649488,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Nov,36.6,70,70,120.8,120.8,,11/1/18,11/30/18,50,0,,1000,,P3ABK2
MN,NON METRO,Freedom,20,70,10,9ZC03Z43435263,THREE,2129649489,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Dec,42,80.5,80.5,138.9,138.9,,12/1/18,12/31/18,50,0,,1000,,9ZC03Z
MN,NON METRO,Freedom,70,100,10,P3ABK243435264,THREE,2129649489,Freedom Enhanced w/ortho $1000  $50/$150 Ded $1500 Max 3tier NonMetro Dec,36.6,70,70,120.8,120.8,,12/1/18,12/31/18,50,0,,1000,,P3ABK2
MN,NON METRO,Preferred,20,70,25,B2YWWV43282265,THREE,2129650519,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Jul,41.8,75.8,75.8,142.1,142.1,,7/1/18,7/31/18,50,0,,2000,,B2YWWV
MN,NON METRO,Preferred,70,100,25,XNZAQ143282266,THREE,2129650519,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Jul,36.4,65.9,65.9,123.6,123.6,,7/1/18,7/31/18,50,0,,2000,,XNZAQ1
MN,NON METRO,Preferred,20,70,25,B2YWWV43313267,THREE,2129650524,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Aug,41.8,75.8,75.8,142.1,142.1,,8/1/18,8/31/18,50,0,,2000,,B2YWWV
MN,NON METRO,Preferred,70,100,25,XNZAQ143313268,THREE,2129650524,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Aug,36.4,65.9,65.9,123.6,123.6,,8/1/18,8/31/18,50,0,,2000,,XNZAQ1
MN,NON METRO,Preferred,20,70,25,B2YWWV43344269,THREE,2129650525,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Sep,41.8,75.8,75.8,142.1,142.1,,9/1/18,9/30/18,50,0,,2000,,B2YWWV
MN,NON METRO,Preferred,70,100,25,XNZAQ143344270,THREE,2129650525,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Sep,36.4,65.9,65.9,123.6,123.6,,9/1/18,9/30/18,50,0,,2000,,XNZAQ1
MN,NON METRO,Preferred,20,70,25,B2YWWV43374271,THREE,2129650526,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Oct,41.8,75.8,75.8,142.1,142.1,,10/1/18,10/31/18,50,0,,2000,,B2YWWV
MN,NON METRO,Preferred,70,100,25,XNZAQ143374272,THREE,2129650526,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Oct,36.4,65.9,65.9,123.6,123.6,,10/1/18,10/31/18,50,0,,2000,,XNZAQ1
MN,NON METRO,Preferred,20,70,25,B2YWWV43405273,THREE,2129650529,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Nov,41.8,75.8,75.8,142.1,142.1,,11/1/18,11/30/18,50,0,,2000,,B2YWWV
MN,NON METRO,Preferred,70,100,25,XNZAQ143405274,THREE,2129650529,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Nov,36.4,65.9,65.9,123.6,123.6,,11/1/18,11/30/18,50,0,,2000,,XNZAQ1
MN,NON METRO,Preferred,20,70,25,B2YWWV43435275,THREE,2129650530,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Dec,41.8,75.8,75.8,142.1,142.1,,12/1/18,12/31/18,50,0,,2000,,B2YWWV
MN,NON METRO,Preferred,70,100,25,XNZAQ143435276,THREE,2129650530,Preferred w/ortho $2000 $50/$150 Ded $1500 Max 3-tier NonMetro - Dec,36.4,65.9,65.9,123.6,123.6,,12/1/18,12/31/18,50,0,,2000,,XNZAQ1
MN,NON METRO,Preferred,70,100,10,DXN69343282277,THREE,2129663425,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Jul,34.2,66.7,66.7,120.3,120.3,,7/1/18,7/31/18,50,0,,1500,,DXN693
MN,NON METRO,Preferred,20,70,10,NW4BG343282278,THREE,2129663425,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Jul,39.3,76.7,76.7,138.3,138.3,,7/1/18,7/31/18,50,0,,1500,,NW4BG3
MN,NON METRO,Preferred,70,100,10,DXN69343313279,THREE,2129663426,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Aug,34.2,66.7,66.7,120.3,120.3,,8/1/18,8/31/18,50,0,,1500,,DXN693
MN,NON METRO,Preferred,20,70,10,NW4BG343313280,THREE,2129663426,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Aug,39.3,76.7,76.7,138.3,138.3,,8/1/18,8/31/18,50,0,,1500,,NW4BG3
MN,NON METRO,Preferred,70,100,10,DXN69343344281,THREE,2129663428,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Sep,34.2,66.7,66.7,120.3,120.3,,9/1/18,9/30/18,50,0,,1500,,DXN693
MN,NON METRO,Preferred,20,70,10,NW4BG343344282,THREE,2129663428,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Sep,39.3,76.7,76.7,138.3,138.3,,9/1/18,9/30/18,50,0,,1500,,NW4BG3
MN,NON METRO,Preferred,70,100,10,DXN69343374283,THREE,2129663429,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Oct,34.2,66.7,66.7,120.3,120.3,,10/1/18,10/31/18,50,0,,1500,,DXN693
MN,NON METRO,Preferred,20,70,10,NW4BG343374284,THREE,2129663429,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Oct,39.3,76.7,76.7,138.3,138.3,,10/1/18,10/31/18,50,0,,1500,,NW4BG3
MN,NON METRO,Preferred,70,100,10,DXN69343405285,THREE,2129663430,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Nov,34.2,66.7,66.7,120.3,120.3,,11/1/18,11/30/18,50,0,,1500,,DXN693
MN,NON METRO,Preferred,20,70,10,NW4BG343405286,THREE,2129663430,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Nov,39.3,76.7,76.7,138.3,138.3,,11/1/18,11/30/18,50,0,,1500,,NW4BG3
MN,NON METRO,Preferred,70,100,10,DXN69343435287,THREE,2129663431,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Dec,34.2,66.7,66.7,120.3,120.3,,12/1/18,12/31/18,50,0,,1500,,DXN693
MN,NON METRO,Preferred,20,70,10,NW4BG343435288,THREE,2129663431,Preferred w/ortho $1500 $50/$150 Ded $1000 Max 3-tier NonMetro - Dec,39.3,76.7,76.7,138.3,138.3,,12/1/18,12/31/18,50,0,,1500,,NW4BG3
MN,NON METRO,Preferred,70,100,10,EKOHVG43282289,THREE,2129664921,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Jul,35.8,69.8,69.8,125.2,125.2,,7/1/18,7/31/18,50,0,,1500,,EKOHVG
MN,NON METRO,Preferred,20,70,10,ISSIL743282290,THREE,2129664921,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Jul,41.2,80.3,80.3,144,144,,7/1/18,7/31/18,50,0,,1500,,ISSIL7
MN,NON METRO,Preferred,70,100,10,EKOHVG43313291,THREE,2129664922,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Aug,35.8,69.8,69.8,125.2,125.2,,8/1/18,8/31/18,50,0,,1500,,EKOHVG
MN,NON METRO,Preferred,20,70,10,ISSIL743313292,THREE,2129664922,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Aug,41.2,80.3,80.3,144,144,,8/1/18,8/31/18,50,0,,1500,,ISSIL7
MN,NON METRO,Preferred,70,100,10,EKOHVG43344293,THREE,2129664923,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Sep,35.8,69.8,69.8,125.2,125.2,,9/1/18,9/30/18,50,0,,1500,,EKOHVG
MN,NON METRO,Preferred,20,70,10,ISSIL743344294,THREE,2129664923,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Sep,41.2,80.3,80.3,144,144,,9/1/18,9/30/18,50,0,,1500,,ISSIL7
MN,NON METRO,Preferred,70,100,10,EKOHVG43374295,THREE,2129664924,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Oct,35.8,69.8,69.8,125.2,125.2,,10/1/18,10/31/18,50,0,,1500,,EKOHVG
MN,NON METRO,Preferred,20,70,10,ISSIL743374296,THREE,2129664924,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Oct,41.2,80.3,80.3,144,144,,10/1/18,10/31/18,50,0,,1500,,ISSIL7
MN,NON METRO,Preferred,70,100,10,EKOHVG43405297,THREE,2129664925,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Nov,35.8,69.8,69.8,125.2,125.2,,11/1/18,11/30/18,50,0,,1500,,EKOHVG
MN,NON METRO,Preferred,20,70,10,ISSIL743405298,THREE,2129664925,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Nov,41.2,80.3,80.3,144,144,,11/1/18,11/30/18,50,0,,1500,,ISSIL7
MN,NON METRO,Preferred,70,100,10,EKOHVG43435299,THREE,2129664926,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Dec,35.8,69.8,69.8,125.2,125.2,,12/1/18,12/31/18,50,0,,1500,,EKOHVG
MN,NON METRO,Preferred,20,70,10,ISSIL743435300,THREE,2129664926,Preferred w/ortho $1500 $50/$150 Ded $1500 Max 3-tier NonMetro - Dec,41.2,80.3,80.3,144,144,,12/1/18,12/31/18,50,0,,1500,,ISSIL7
MN,NON METRO,Preferred,70,100,10,2JWJQ543282301,THREE,2129665944,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Jul,36.9,71.9,71.9,128.5,128.5,,7/1/18,7/31/18,50,0,,1500,,2JWJQ5
MN,NON METRO,Preferred,20,70,10,KYDDES43282302,THREE,2129665944,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Jul,42.5,82.6,82.6,147.7,147.7,,7/1/18,7/31/18,50,0,,1500,,KYDDES
MN,NON METRO,Preferred,70,100,10,2JWJQ543313303,THREE,2129665949,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Aug,36.9,71.9,71.9,128.5,128.5,,8/1/18,8/31/18,50,0,,1500,,2JWJQ5
MN,NON METRO,Preferred,20,70,10,KYDDES43313304,THREE,2129665949,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Aug,42.5,82.6,82.6,147.7,147.7,,8/1/18,8/31/18,50,0,,1500,,KYDDES
MN,NON METRO,Preferred,70,100,10,2JWJQ543344305,THREE,2129665951,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Sep,36.9,71.9,71.9,128.5,128.5,,9/1/18,9/30/18,50,0,,1500,,2JWJQ5
MN,NON METRO,Preferred,20,70,10,KYDDES43344306,THREE,2129665951,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Sep,42.5,82.6,82.6,147.7,147.7,,9/1/18,9/30/18,50,0,,1500,,KYDDES
MN,NON METRO,Preferred,70,100,10,2JWJQ543374307,THREE,2129665958,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Oct,36.9,71.9,71.9,128.5,128.5,,10/1/18,10/31/18,50,0,,1500,,2JWJQ5
MN,NON METRO,Preferred,20,70,10,KYDDES43374308,THREE,2129665958,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Oct,42.5,82.6,82.6,147.7,147.7,,10/1/18,10/31/18,50,0,,1500,,KYDDES
MN,NON METRO,Preferred,70,100,10,2JWJQ543405309,THREE,2129665960,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Nov,36.9,71.9,71.9,128.5,128.5,,11/1/18,11/30/18,50,0,,1500,,2JWJQ5
MN,NON METRO,Preferred,20,70,10,KYDDES43405310,THREE,2129665960,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Nov,42.5,82.6,82.6,147.7,147.7,,11/1/18,11/30/18,50,0,,1500,,KYDDES
MN,NON METRO,Preferred,70,100,10,2JWJQ543435311,THREE,2129665961,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Dec,36.9,71.9,71.9,128.5,128.5,,12/1/18,12/31/18,50,0,,1500,,2JWJQ5
MN,NON METRO,Preferred,20,70,10,KYDDES43435312,THREE,2129665961,Preferred w/ortho $1500 $50/$150 Ded $2000 Max 3-tier NonMetro - Dec,42.5,82.6,82.6,147.7,147.7,,12/1/18,12/31/18,50,0,,1500,,KYDDES
MN,METRO,Preferred,20,70,10,LH8KR543282313,THREE,2129676080,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Jul,38.7,71.7,71.7,114.4,114.4,,7/1/18,7/31/18,50,0,,,,LH8KR5
MN,METRO,Preferred,70,100,10,WDXRK943282314,THREE,2129676080,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Jul,33.6,62.4,62.4,99.5,99.5,,7/1/18,7/31/18,50,0,,,,WDXRK9
MN,METRO,Preferred,20,70,10,LH8KR543313315,THREE,2129676081,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Aug,38.7,71.7,71.7,114.4,114.4,,8/1/18,8/31/18,50,0,,,,LH8KR5
MN,METRO,Preferred,70,100,10,WDXRK943313316,THREE,2129676081,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Aug,33.6,62.4,62.4,99.5,99.5,,8/1/18,8/31/18,50,0,,,,WDXRK9
MN,METRO,Preferred,20,70,10,LH8KR543344317,THREE,2129676082,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Sep,38.7,71.7,71.7,114.4,114.4,,9/1/18,9/30/18,50,0,,,,LH8KR5
MN,METRO,Preferred,70,100,10,WDXRK943344318,THREE,2129676082,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Sep,33.6,62.4,62.4,99.5,99.5,,9/1/18,9/30/18,50,0,,,,WDXRK9
MN,METRO,Preferred,20,70,10,LH8KR543374319,THREE,2129676083,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Oct,38.7,71.7,71.7,114.4,114.4,,10/1/18,10/31/18,50,0,,,,LH8KR5
MN,METRO,Preferred,70,100,10,WDXRK943374320,THREE,2129676083,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Oct,33.6,62.4,62.4,99.5,99.5,,10/1/18,10/31/18,50,0,,,,WDXRK9
MN,METRO,Preferred,20,70,10,LH8KR543405321,THREE,2129676084,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Nov,38.7,71.7,71.7,114.4,114.4,,11/1/18,11/30/18,50,0,,,,LH8KR5
MN,METRO,Preferred,70,100,10,WDXRK943405322,THREE,2129676084,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Nov,33.6,62.4,62.4,99.5,99.5,,11/1/18,11/30/18,50,0,,,,WDXRK9
MN,METRO,Preferred,20,70,10,LH8KR543435323,THREE,2129676085,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Dec,38.7,71.7,71.7,114.4,114.4,,12/1/18,12/31/18,50,0,,,,LH8KR5
MN,METRO,Preferred,70,100,10,WDXRK943435324,THREE,2129676085,Preferred $50/$150 Ded $2000 Max 3-Tier Metro - Dec,33.6,62.4,62.4,99.5,99.5,,12/1/18,12/31/18,50,0,,,,WDXRK9
MN,NON METRO,Freedom,20,70,10,3O0X8I43282325,THREE,2129684214,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Jul,43.3,82.9,82.9,142.7,142.7,,7/1/18,7/31/18,50,0,,1000,,3O0X8I
MN,NON METRO,Freedom,70,100,10,REBLZM43282326,THREE,2129684214,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Jul,37.7,72.1,72.1,124.1,124.1,,7/1/18,7/31/18,50,0,,1000,,REBLZM
MN,NON METRO,Freedom,20,70,10,3O0X8I43313327,THREE,2129684215,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Aug,43.3,82.9,82.9,142.7,142.7,,8/1/18,8/31/18,50,0,,1000,,3O0X8I
MN,NON METRO,Freedom,70,100,10,REBLZM43313328,THREE,2129684215,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Aug,37.7,72.1,72.1,124.1,124.1,,8/1/18,8/31/18,50,0,,1000,,REBLZM
MN,NON METRO,Freedom,20,70,10,3O0X8I43344329,THREE,2129684216,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Sep,43.3,82.9,82.9,142.7,142.7,,9/1/18,9/30/18,50,0,,1000,,3O0X8I
MN,NON METRO,Freedom,70,100,10,REBLZM43344330,THREE,2129684216,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Sep,37.7,72.1,72.1,124.1,124.1,,9/1/18,9/30/18,50,0,,1000,,REBLZM
MN,NON METRO,Freedom,20,70,10,3O0X8I43374331,THREE,2129684217,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Oct,43.3,82.9,82.9,142.7,142.7,,10/1/18,10/31/18,50,0,,1000,,3O0X8I
MN,NON METRO,Freedom,70,100,10,REBLZM43374332,THREE,2129684217,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Oct,37.7,72.1,72.1,124.1,124.1,,10/1/18,10/31/18,50,0,,1000,,REBLZM
MN,NON METRO,Freedom,20,70,10,3O0X8I43405333,THREE,2129684218,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Nov,43.3,82.9,82.9,142.7,142.7,,11/1/18,11/30/18,50,0,,1000,,3O0X8I
MN,NON METRO,Freedom,70,100,10,REBLZM43405334,THREE,2129684218,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Nov,37.7,72.1,72.1,124.1,124.1,,11/1/18,11/30/18,50,0,,1000,,REBLZM
MN,NON METRO,Freedom,20,70,10,3O0X8I43435335,THREE,2129684219,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Dec,43.3,82.9,82.9,142.7,142.7,,12/1/18,12/31/18,50,0,,1000,,3O0X8I
MN,NON METRO,Freedom,70,100,10,REBLZM43435336,THREE,2129684219,Freedom Enhanced w/ortho $1000  $50/$150 Ded $2000 Max 3tier NonMetro Dec,37.7,72.1,72.1,124.1,124.1,,12/1/18,12/31/18,50,0,,1000,,REBLZM
MN,NON METRO,Freedom,20,70,10,CN2SLH43282337,THREE,2129691407,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Jul ,40.1,78.2,78.2,140.7,140.7,,7/1/18,7/31/18,50,0,,1500,,CN2SLH
MN,NON METRO,Freedom,70,100,10,WPF1FW43282338,THREE,2129691407,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Jul ,34.9,68,68,122.3,122.3,,7/1/18,7/31/18,50,0,,1500,,WPF1FW
MN,NON METRO,Freedom,20,70,10,CN2SLH43313339,THREE,2129691408,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Aug ,40.1,78.2,78.2,140.7,140.7,,8/1/18,8/31/18,50,0,,1500,,CN2SLH
MN,NON METRO,Freedom,70,100,10,WPF1FW43313340,THREE,2129691408,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Aug ,34.9,68,68,122.3,122.3,,8/1/18,8/31/18,50,0,,1500,,WPF1FW
MN,NON METRO,Freedom,20,70,10,CN2SLH43344341,THREE,2129691409,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Sep ,40.1,78.2,78.2,140.7,140.7,,9/1/18,9/30/18,50,0,,1500,,CN2SLH
MN,NON METRO,Freedom,70,100,10,WPF1FW43344342,THREE,2129691409,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Sep ,34.9,68,68,122.3,122.3,,9/1/18,9/30/18,50,0,,1500,,WPF1FW
MN,NON METRO,Freedom,20,70,10,CN2SLH43374343,THREE,2129691410,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Oct ,40.1,78.2,78.2,140.7,140.7,,10/1/18,10/31/18,50,0,,1500,,CN2SLH
MN,NON METRO,Freedom,70,100,10,WPF1FW43374344,THREE,2129691410,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Oct ,34.9,68,68,122.3,122.3,,10/1/18,10/31/18,50,0,,1500,,WPF1FW
MN,NON METRO,Freedom,20,70,10,CN2SLH43405345,THREE,2129691411,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Nov ,40.1,78.2,78.2,140.7,140.7,,11/1/18,11/30/18,50,0,,1500,,CN2SLH
MN,NON METRO,Freedom,70,100,10,WPF1FW43405346,THREE,2129691411,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Nov ,34.9,68,68,122.3,122.3,,11/1/18,11/30/18,50,0,,1500,,WPF1FW
MN,NON METRO,Freedom,20,70,10,CN2SLH43435347,THREE,2129691412,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Dec ,40.1,78.2,78.2,140.7,140.7,,12/1/18,12/31/18,50,0,,1500,,CN2SLH
MN,NON METRO,Freedom,70,100,10,WPF1FW43435348,THREE,2129691412,Freedom Enhanced w/ortho $1500 50/150 Ded $1000 Max 3tier NonMetro-Dec ,34.9,68,68,122.3,122.3,,12/1/18,12/31/18,50,0,,1500,,WPF1FW
MN,NON METRO,Preferred,20,70,10,7UKMMU43282349,THREE,2129738900,Preferred $50/$150 Ded $1000 Max 3-Tier NON METRO-Jul,39.3,72.9,72.9,116.2,116.2,,7/1/18,7/31/18,50,0,,,,7UKMMU
MN,NON METRO,Preferred,20,69,1,NA1343282350,THREE,2129738900,Preferred $50/$150 Ded $1000 Max 3-Tier NON METRO-Jul,42.8,79.4,79.4,126.6,126.6,,7/1/18,7/31/18,9,0,,,,NA13
MN,NON METRO,Preferred,70,100,10,P0LEPK43282351,THREE,2129738900,Preferred $50/$150 Ded $1000 Max 3-Tier NON METRO-Jul,34.2,63.4,63.4,101.1,101.1,,7/1/18,7/31/18,50,0,,,,P0LEPK
