REGION,RATING_AREA,PLAN_TYPE,PARTICIPATION_MINIMUM,PARTICIPATION_MAXIMUM,MINIMUM_ENROLLED,PLAN_ID,TIERS,PRODUCT_ID,PRODUCT_NAME,INDIVIDUAL,TWO_PERSON,IND_PLUS_1_CHILD,IND_PLUS_CHILDREN,FAMILY,DOCUMENT_URL,EFFECTIVE_DATE,END_DATE,MAXIMUM_ENROLLED,VERSION,UNIQUE_IDENTIFIER,ORTHO,GRANDFATHER_EXPIRATION_DATE,RELATION_ID
MN,NON METRO,Preferred,20,69,1,NA1343952246,THREE,2129738898,Preferred $50/$150 Ded $1000 Max 3 Tier Non Metro,52.1,105.2,105.2,167.8,167.8,,5/1/20,5/31/20,9,0,,,,NA13
MN,NON METRO,Preferred,70,100,10,P0LEPK43952247,THREE,2129738898,Preferred $50/$150 Ded $1000 Max 3 Tier Non Metro,41.6,83.9,83.9,133.9,133.9,,5/1/20,5/31/20,50,0,,,,P0LEPK
MN,NON METRO,Preferred,70,100,1,URW4ZM43952248,THREE,2129738898,Preferred $50/$150 Ded $1000 Max 3 Tier Non Metro,45.3,91.5,91.5,145.9,145.9,,5/1/20,5/31/20,9,0,,,,URW4ZM
MN,NON METRO,Preferred,20,69,10,7UKMMU43983249,THREE,2129738899,Preferred $50/$150 Ded $1000 Max 3 Tier Non Metro,47.8,96.5,96.5,153.9,153.9,,6/1/20,6/30/20,50,0,,,,7UKMMU
MN,NON METRO,Preferred,20,69,1,NA1343983250,THREE,2129738899,Preferred $50/$150 Ded $1000 Max 3 Tier Non Metro,52.1,105.2,105.2,167.8,167.8,,6/1/20,6/30/20,9,0,,,,NA13
MN,NON METRO,Preferred,70,100,10,P0LEPK43983251,THREE,2129738899,Preferred $50/$150 Ded $1000 Max 3 Tier Non Metro,41.6,83.9,83.9,133.9,133.9,,6/1/20,6/30/20,50,0,,,,P0LEPK
MN,NON METRO,Preferred,70,100,1,URW4ZM43983252,THREE,2129738899,Preferred $50/$150 Ded $1000 Max 3 Tier Non Metro,45.3,91.5,91.5,145.9,145.9,,6/1/20,6/30/20,9,0,,,,URW4ZM
MN,METRO,Freedom,20,69,10,3Z19X943831253,THREE,2129741432,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,39.5,79.6,79.6,126.9,126.9,,1/1/20,1/31/20,50,0,,,,3Z19X9
MN,METRO,Freedom,70,100,10,7IU8KL43831254,THREE,2129741432,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,34.3,69.2,69.2,110.3,110.3,,1/1/20,1/31/20,50,0,,,,7IU8KL
MN,METRO,Freedom,70,100,1,9GBAIC43831255,THREE,2129741432,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,37.4,75.4,75.4,120.3,120.3,,1/1/20,1/31/20,9,0,,,,9GBAIC
MN,METRO,Freedom,20,69,1,NA343831256,THREE,2129741432,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,43,86.7,86.7,138.3,138.3,,1/1/20,1/31/20,9,0,,,,NA3
MN,METRO,Freedom,20,69,10,3Z19X943862257,THREE,2129741434,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,39.5,79.6,79.6,126.9,126.9,,2/1/20,2/29/20,50,0,,,,3Z19X9
MN,METRO,Freedom,70,100,10,7IU8KL43862258,THREE,2129741434,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,34.3,69.2,69.2,110.3,110.3,,2/1/20,2/29/20,50,0,,,,7IU8KL
MN,METRO,Freedom,70,100,1,9GBAIC43862259,THREE,2129741434,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,37.4,75.4,75.4,120.3,120.3,,2/1/20,2/29/20,9,0,,,,9GBAIC
MN,METRO,Freedom,20,69,1,NA343862260,THREE,2129741434,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,43,86.7,86.7,138.3,138.3,,2/1/20,2/29/20,9,0,,,,NA3
MN,METRO,Freedom,20,69,10,3Z19X943891261,THREE,2129741435,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,39.5,79.6,79.6,126.9,126.9,,3/1/20,3/31/20,50,0,,,,3Z19X9
MN,METRO,Freedom,70,100,10,7IU8KL43891262,THREE,2129741435,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,34.3,69.2,69.2,110.3,110.3,,3/1/20,3/31/20,50,0,,,,7IU8KL
MN,METRO,Freedom,70,100,1,9GBAIC43891263,THREE,2129741435,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,37.4,75.4,75.4,120.3,120.3,,3/1/20,3/31/20,9,0,,,,9GBAIC
MN,METRO,Freedom,20,69,1,NA343891264,THREE,2129741435,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,43,86.7,86.7,138.3,138.3,,3/1/20,3/31/20,9,0,,,,NA3
MN,METRO,Freedom,20,69,10,3Z19X943922265,THREE,2129741436,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,39.5,79.6,79.6,126.9,126.9,,4/1/20,4/30/20,50,0,,,,3Z19X9
MN,METRO,Freedom,70,100,10,7IU8KL43922266,THREE,2129741436,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,34.3,69.2,69.2,110.3,110.3,,4/1/20,4/30/20,50,0,,,,7IU8KL
MN,METRO,Freedom,70,100,1,9GBAIC43922267,THREE,2129741436,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,37.4,75.4,75.4,120.3,120.3,,4/1/20,4/30/20,9,0,,,,9GBAIC
MN,METRO,Freedom,20,69,1,NA343922268,THREE,2129741436,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,43,86.7,86.7,138.3,138.3,,4/1/20,4/30/20,9,0,,,,NA3
MN,METRO,Freedom,20,69,10,3Z19X943952269,THREE,2129741439,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,39.5,79.6,79.6,126.9,126.9,,5/1/20,5/31/20,50,0,,,,3Z19X9
MN,METRO,Freedom,70,100,10,7IU8KL43952270,THREE,2129741439,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,34.3,69.2,69.2,110.3,110.3,,5/1/20,5/31/20,50,0,,,,7IU8KL
MN,METRO,Freedom,70,100,1,9GBAIC43952271,THREE,2129741439,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,37.4,75.4,75.4,120.3,120.3,,5/1/20,5/31/20,9,0,,,,9GBAIC
MN,METRO,Freedom,20,69,1,NA343952272,THREE,2129741439,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,43,86.7,86.7,138.3,138.3,,5/1/20,5/31/20,9,0,,,,NA3
MN,METRO,Freedom,20,69,10,3Z19X943983273,THREE,2129741440,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,39.5,79.6,79.6,126.9,126.9,,6/1/20,6/30/20,50,0,,,,3Z19X9
MN,METRO,Freedom,70,100,10,7IU8KL43983274,THREE,2129741440,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,34.3,69.2,69.2,110.3,110.3,,6/1/20,6/30/20,50,0,,,,7IU8KL
MN,METRO,Freedom,70,100,1,9GBAIC43983275,THREE,2129741440,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,37.4,75.4,75.4,120.3,120.3,,6/1/20,6/30/20,9,0,,,,9GBAIC
MN,METRO,Freedom,20,69,1,NA343983276,THREE,2129741440,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Metro,43,86.7,86.7,138.3,138.3,,6/1/20,6/30/20,9,0,,,,NA3
MN,METRO,Preferred,70,100,10,4E4K3843831277,THREE,2129745914,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,35.3,71.1,71.1,113.4,113.4,,1/1/20,1/31/20,50,0,,,,4E4K38
MN,METRO,Preferred,20,69,1,NA643831278,THREE,2129745914,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,44.2,89.1,89.1,142.2,142.2,,1/1/20,1/31/20,9,0,,,,NA6
MN,METRO,Preferred,20,69,10,VHKLWX43831279,THREE,2129745914,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,40.6,81.8,81.8,130.4,130.4,,1/1/20,1/31/20,50,0,,,,VHKLWX
MN,METRO,Preferred,70,100,1,Y7EOR243831280,THREE,2129745914,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,38.4,77.5,77.5,123.6,123.6,,1/1/20,1/31/20,9,0,,,,Y7EOR2
MN,METRO,Preferred,20,69,10,VHKLWX43862281,THREE,2129745915,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,40.6,81.8,81.8,130.4,130.4,,2/1/20,2/29/20,50,0,,,,VHKLWX
MN,METRO,Preferred,70,100,10,4E4K3843862282,THREE,2129745915,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,35.3,71.1,71.1,113.4,113.4,,2/1/20,2/29/20,50,0,,,,4E4K38
MN,METRO,Preferred,20,69,1,NA643862283,THREE,2129745915,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,44.2,89.1,89.1,142.2,142.2,,2/1/20,2/29/20,9,0,,,,NA6
MN,METRO,Preferred,70,100,1,Y7EOR243862284,THREE,2129745915,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,38.4,77.5,77.5,123.6,123.6,,2/1/20,2/29/20,9,0,,,,Y7EOR2
MN,METRO,Preferred,70,100,10,4E4K3843891285,THREE,2129745916,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,35.3,71.1,71.1,113.4,113.4,,3/1/20,3/31/20,50,0,,,,4E4K38
MN,METRO,Preferred,20,69,1,NA643891286,THREE,2129745916,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,44.2,89.1,89.1,142.2,142.2,,3/1/20,3/31/20,9,0,,,,NA6
MN,METRO,Preferred,20,69,10,VHKLWX43891287,THREE,2129745916,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,40.6,81.8,81.8,130.4,130.4,,3/1/20,3/31/20,50,0,,,,VHKLWX
MN,METRO,Preferred,70,100,1,Y7EOR243891288,THREE,2129745916,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,38.4,77.5,77.5,123.6,123.6,,3/1/20,3/31/20,9,0,,,,Y7EOR2
MN,METRO,Preferred,70,100,1,Y7EOR243922289,THREE,2129745917,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,38.4,77.5,77.5,123.6,123.6,,4/1/20,4/30/20,9,0,,,,Y7EOR2
MN,METRO,Preferred,70,100,10,4E4K3843922290,THREE,2129745917,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,35.3,71.1,71.1,113.4,113.4,,4/1/20,4/30/20,50,0,,,,4E4K38
MN,METRO,Preferred,20,69,1,NA643922291,THREE,2129745917,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,44.2,89.1,89.1,142.2,142.2,,4/1/20,4/30/20,9,0,,,,NA6
MN,METRO,Preferred,20,69,10,VHKLWX43922292,THREE,2129745917,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,40.6,81.8,81.8,130.4,130.4,,4/1/20,4/30/20,50,0,,,,VHKLWX
MN,METRO,Preferred,70,100,10,4E4K3843952293,THREE,2129745918,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,35.3,71.1,71.1,113.4,113.4,,5/1/20,5/31/20,50,0,,,,4E4K38
MN,METRO,Preferred,20,69,10,VHKLWX43952294,THREE,2129745918,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,40.6,81.8,81.8,130.4,130.4,,5/1/20,5/31/20,50,0,,,,VHKLWX
MN,METRO,Preferred,70,100,1,Y7EOR243952295,THREE,2129745918,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,38.4,77.5,77.5,123.6,123.6,,5/1/20,5/31/20,9,0,,,,Y7EOR2
MN,METRO,Preferred,20,69,1,NA643952296,THREE,2129745918,Preferred $50/$150 Ded $1500 Max 3 Tier Metro,44.2,89.1,89.1,142.2,142.2,,5/1/20,5/31/20,9,0,,,,NA6
MN,METRO,Preferred,70,100,10,4E4K3843983297,THREE,2129745919,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,35.3,71.1,71.1,113.4,113.4,,6/1/20,6/30/20,50,0,,,,4E4K38
MN,METRO,Preferred,20,69,1,NA643983298,THREE,2129745919,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,44.2,89.1,89.1,142.2,142.2,,6/1/20,6/30/20,9,0,,,,NA6
MN,METRO,Preferred,20,69,10,VHKLWX43983299,THREE,2129745919,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,40.6,81.8,81.8,130.4,130.4,,6/1/20,6/30/20,50,0,,,,VHKLWX
MN,METRO,Preferred,70,100,1,Y7EOR243983300,THREE,2129745919,Preferred $50/$150 Ded $1500 Max 3 Tier Metro ,38.4,77.5,77.5,123.6,123.6,,6/1/20,6/30/20,9,0,,,,Y7EOR2
MN,NON METRO,Preferred,70,100,1,4N3VK543831301,THREE,2129752568,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,47.5,95.9,95.9,153.1,153.1,,1/1/20,1/31/20,9,0,,,,4N3VK5
MN,NON METRO,Preferred,20,69,10,EJ4FQY43831302,THREE,2129752568,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,50.2,101.2,101.2,161.5,161.5,,1/1/20,1/31/20,50,0,,,,EJ4FQY
MN,NON METRO,Preferred,20,69,1,NA1443831303,THREE,2129752568,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,54.7,110.3,110.3,176,176,,1/1/20,1/31/20,9,0,,,,NA14
MN,NON METRO,Preferred,70,100,10,UVJYOL43831304,THREE,2129752568,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,43.6,88,88,140.4,140.4,,1/1/20,1/31/20,50,0,,,,UVJYOL
MN,NON METRO,Preferred,20,69,10,EJ4FQY43862305,THREE,2129752570,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,50.2,101.2,101.2,161.5,161.5,,2/1/20,2/29/20,50,0,,,,EJ4FQY
MN,NON METRO,Preferred,20,69,1,NA1443862306,THREE,2129752570,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,54.7,110.3,110.3,176,176,,2/1/20,2/29/20,9,0,,,,NA14
MN,NON METRO,Preferred,70,100,10,UVJYOL43862307,THREE,2129752570,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,43.6,88,88,140.4,140.4,,2/1/20,2/29/20,50,0,,,,UVJYOL
MN,NON METRO,Preferred,70,100,1,4N3VK543862308,THREE,2129752570,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,47.5,95.9,95.9,153.1,153.1,,2/1/20,2/29/20,9,0,,,,4N3VK5
MN,NON METRO,Preferred,20,69,10,EJ4FQY43891309,THREE,2129752571,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,50.2,101.2,101.2,161.5,161.5,,3/1/20,3/31/20,50,0,,,,EJ4FQY
MN,NON METRO,Preferred,70,100,10,UVJYOL43891310,THREE,2129752571,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,43.6,88,88,140.4,140.4,,3/1/20,3/31/20,50,0,,,,UVJYOL
MN,NON METRO,Preferred,70,100,1,4N3VK543891311,THREE,2129752571,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,47.5,95.9,95.9,153.1,153.1,,3/1/20,3/31/20,9,0,,,,4N3VK5
MN,NON METRO,Preferred,20,69,1,NA1443891312,THREE,2129752571,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,54.7,110.3,110.3,176,176,,3/1/20,3/31/20,9,0,,,,NA14
MN,NON METRO,Preferred,70,100,1,4N3VK543922313,THREE,2129752572,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,47.5,95.9,95.9,153.1,153.1,,4/1/20,4/30/20,9,0,,,,4N3VK5
MN,NON METRO,Preferred,20,69,10,EJ4FQY43922314,THREE,2129752572,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,50.2,101.2,101.2,161.5,161.5,,4/1/20,4/30/20,50,0,,,,EJ4FQY
MN,NON METRO,Preferred,20,69,1,NA1443922315,THREE,2129752572,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,54.7,110.3,110.3,176,176,,4/1/20,4/30/20,9,0,,,,NA14
MN,NON METRO,Preferred,70,100,10,UVJYOL43922316,THREE,2129752572,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro ,43.6,88,88,140.4,140.4,,4/1/20,4/30/20,50,0,,,,UVJYOL
MN,NON METRO,Preferred,70,100,1,4N3VK543952317,THREE,2129752573,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,47.5,95.9,95.9,153.1,153.1,,5/1/20,5/31/20,9,0,,,,4N3VK5
MN,NON METRO,Preferred,20,69,10,EJ4FQY43952318,THREE,2129752573,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,50.2,101.2,101.2,161.5,161.5,,5/1/20,5/31/20,50,0,,,,EJ4FQY
MN,NON METRO,Preferred,20,69,1,NA1443952319,THREE,2129752573,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,54.7,110.3,110.3,176,176,,5/1/20,5/31/20,9,0,,,,NA14
MN,NON METRO,Preferred,70,100,10,UVJYOL43952320,THREE,2129752573,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,43.6,88,88,140.4,140.4,,5/1/20,5/31/20,50,0,,,,UVJYOL
MN,NON METRO,Preferred,70,100,10,UVJYOL43983321,THREE,2129752574,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,43.6,88,88,140.4,140.4,,6/1/20,6/30/20,50,0,,,,UVJYOL
MN,NON METRO,Preferred,70,100,1,4N3VK543983322,THREE,2129752574,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,47.5,95.9,95.9,153.1,153.1,,6/1/20,6/30/20,9,0,,,,4N3VK5
MN,NON METRO,Preferred,20,69,10,EJ4FQY43983323,THREE,2129752574,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,50.2,101.2,101.2,161.5,161.5,,6/1/20,6/30/20,50,0,,,,EJ4FQY
MN,NON METRO,Preferred,20,69,1,NA1443983324,THREE,2129752574,Preferred $50/$150 Ded $1500 Max 3 Tier Non Metro,54.7,110.3,110.3,176,176,,6/1/20,6/30/20,9,0,,,,NA14
MN,NON METRO,Freedom,20,69,10,XRRAK843831325,THREE,2129752613,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,51.2,107.1,107.1,186.8,186.8,,1/1/20,1/31/20,50,0,,1500,,XRRAK8
MN,NON METRO,Freedom,70,100,10,XPANLK43831326,THREE,2129752613,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,44.5,93.1,93.1,162.5,162.5,,1/1/20,1/31/20,50,0,,1500,,XPANLK
MN,NON METRO,Freedom,20,69,10,XRRAK843862327,THREE,2129752614,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,51.2,107.1,107.1,186.8,186.8,,2/1/20,2/29/20,50,0,,1500,,XRRAK8
MN,NON METRO,Freedom,70,100,10,XPANLK43862328,THREE,2129752614,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,44.5,93.1,93.1,162.5,162.5,,2/1/20,2/29/20,50,0,,1500,,XPANLK
MN,NON METRO,Freedom,70,100,10,XPANLK43891329,THREE,2129752615,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,44.5,93.1,93.1,162.5,162.5,,3/1/20,3/31/20,50,0,,1500,,XPANLK
MN,NON METRO,Freedom,20,69,10,XRRAK843891330,THREE,2129752615,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,51.2,107.1,107.1,186.8,186.8,,3/1/20,3/31/20,50,0,,1500,,XRRAK8
MN,NON METRO,Freedom,70,100,10,XPANLK43922331,THREE,2129752616,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,93.1,93.1,162.5,162.5,,4/1/20,4/30/20,50,0,,1500,,XPANLK
MN,NON METRO,Freedom,20,69,10,XRRAK843922332,THREE,2129752616,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,107.1,107.1,186.8,186.8,,4/1/20,4/30/20,50,0,,1500,,XRRAK8
MN,NON METRO,Freedom,20,69,10,XRRAK843952333,THREE,2129752617,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,51.2,107.1,107.1,186.8,186.8,,5/1/20,5/31/20,50,0,,1500,,XRRAK8
MN,NON METRO,Freedom,70,100,10,XPANLK43952334,THREE,2129752617,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro,44.5,93.1,93.1,162.5,162.5,,5/1/20,5/31/20,50,0,,1500,,XPANLK
MN,NON METRO,Freedom,70,100,10,XPANLK43983335,THREE,2129752618,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro ,44.5,93.1,93.1,162.5,162.5,,6/1/20,6/30/20,50,0,,1500,,XPANLK
MN,NON METRO,Freedom,20,69,10,XRRAK843983336,THREE,2129752618,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1500 Max 3 Tier Non Metro ,51.2,107.1,107.1,186.8,186.8,,6/1/20,6/30/20,50,0,,1500,,XRRAK8
MN,NON METRO,Freedom,70,100,1,04SAWD43831337,THREE,2129755134,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,46.2,93.3,93.3,148.9,148.9,,1/1/20,1/31/20,9,0,,,,04SAWD
MN,NON METRO,Freedom,20,69,10,9WZW8743831338,THREE,2129755134,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,98.4,98.4,157.1,157.1,,1/1/20,1/31/20,50,0,,,,9WZW87
MN,NON METRO,Freedom,70,100,10,LTJDUB43831339,THREE,2129755134,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,85.6,85.6,136.6,136.6,,1/1/20,1/31/20,50,0,,,,LTJDUB
MN,NON METRO,Freedom,20,69,1,NA1143831340,THREE,2129755134,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,53.2,107.3,107.3,171.2,171.2,,1/1/20,1/31/20,9,0,,,,NA11
MN,NON METRO,Freedom,70,100,1,04SAWD43862341,THREE,2129755135,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,46.2,93.3,93.3,148.9,148.9,,2/1/20,2/29/20,9,0,,,,04SAWD
MN,NON METRO,Freedom,20,69,10,9WZW8743862342,THREE,2129755135,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,98.4,98.4,157.1,157.1,,2/1/20,2/29/20,50,0,,,,9WZW87
MN,NON METRO,Freedom,70,100,10,LTJDUB43862343,THREE,2129755135,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,85.6,85.6,136.6,136.6,,2/1/20,2/29/20,50,0,,,,LTJDUB
MN,NON METRO,Freedom,20,69,1,NA1143862344,THREE,2129755135,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,53.2,107.3,107.3,171.2,171.2,,2/1/20,2/29/20,9,0,,,,NA11
MN,NON METRO,Freedom,70,100,1,04SAWD43891345,THREE,2129755139,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,46.2,93.3,93.3,148.9,148.9,,3/1/20,3/31/20,9,0,,,,04SAWD
MN,NON METRO,Freedom,20,69,10,9WZW8743891346,THREE,2129755139,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,98.4,98.4,157.1,157.1,,3/1/20,3/31/20,50,0,,,,9WZW87
MN,NON METRO,Freedom,70,100,10,LTJDUB43891347,THREE,2129755139,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,85.6,85.6,136.6,136.6,,3/1/20,3/31/20,50,0,,,,LTJDUB
MN,NON METRO,Freedom,20,69,1,NA1143891348,THREE,2129755139,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,53.2,107.3,107.3,171.2,171.2,,3/1/20,3/31/20,9,0,,,,NA11
MN,NON METRO,Freedom,70,100,1,04SAWD43922349,THREE,2129755148,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,46.2,93.3,93.3,148.9,148.9,,4/1/20,4/30/20,9,0,,,,04SAWD
MN,NON METRO,Freedom,20,69,10,9WZW8743922350,THREE,2129755148,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,98.4,98.4,157.1,157.1,,4/1/20,4/30/20,50,0,,,,9WZW87
MN,NON METRO,Freedom,70,100,10,LTJDUB43922351,THREE,2129755148,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,85.6,85.6,136.6,136.6,,4/1/20,4/30/20,50,0,,,,LTJDUB
MN,NON METRO,Freedom,20,69,1,NA1143922352,THREE,2129755148,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,53.2,107.3,107.3,171.2,171.2,,4/1/20,4/30/20,9,0,,,,NA11
MN,NON METRO,Freedom,70,100,1,04SAWD43952353,THREE,2129755149,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,46.2,93.3,93.3,148.9,148.9,,5/1/20,5/31/20,9,0,,,,04SAWD
MN,NON METRO,Freedom,20,69,10,9WZW8743952354,THREE,2129755149,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,98.4,98.4,157.1,157.1,,5/1/20,5/31/20,50,0,,,,9WZW87
MN,NON METRO,Freedom,70,100,10,LTJDUB43952355,THREE,2129755149,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,85.6,85.6,136.6,136.6,,5/1/20,5/31/20,50,0,,,,LTJDUB
MN,NON METRO,Freedom,20,69,1,NA1143952356,THREE,2129755149,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,53.2,107.3,107.3,171.2,171.2,,5/1/20,5/31/20,9,0,,,,NA11
MN,NON METRO,Freedom,70,100,1,04SAWD43983357,THREE,2129755150,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,46.2,93.3,93.3,148.9,148.9,,6/1/20,6/30/20,9,0,,,,04SAWD
MN,NON METRO,Freedom,20,69,10,9WZW8743983358,THREE,2129755150,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,48.8,98.4,98.4,157.1,157.1,,6/1/20,6/30/20,50,0,,,,9WZW87
MN,NON METRO,Freedom,70,100,10,LTJDUB43983359,THREE,2129755150,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,42.4,85.6,85.6,136.6,136.6,,6/1/20,6/30/20,50,0,,,,LTJDUB
MN,NON METRO,Freedom,20,69,1,NA1143983360,THREE,2129755150,Freedom Enhanced $50/$150 Ded $1000 Max 3 Tier Non Metro,53.2,107.3,107.3,171.2,171.2,,6/1/20,6/30/20,9,0,,,,NA11
MN,METRO,Freedom,20,69,10,HSO34H43831361,THREE,2129755514,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1000 Max 3 Tier Metro,39.5,83.4,83.4,149,149,,1/1/20,1/31/20,50,0,,1500,,HSO34H
MN,METRO,Freedom,70,100,10,RAHY8K43831362,THREE,2129755514,Freedom Enhanced w/Ortho $1500 $50/$150 Ded $1000 Max 3 Tier Metro,34.3,72.5,72.5,129.6,129.6,,1/1/20,1/31/20,50,0,,1500,,RAHY8K
